"line","trait_value","trait","reference"
374,1.8320911,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
375,1.57357791,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
377,1.510439838,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
379,0.99715307,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
380,0.363311249,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
381,0.414204719,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
382,1.872135427,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
383,-0.009346978,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
385,1.298097851,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
386,-1.329027103,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
390,-0.380645935,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
391,0.514933562,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
392,0.862084871,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
395,0.855420094,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
397,0.677310468,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
399,1.483905712,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
405,1.052135083,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
406,-0.103012263,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
409,0.664863472,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
426,0.668924628,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
427,0.122017073,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
437,1.354477378,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
439,1.462259021,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
440,1.485240495,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
441,0.806668542,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
443,1.573324162,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
461,0.400999672,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
486,1.285240514,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
491,1.232844324,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
492,1.366871501,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
502,1.248712179,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
505,1.028954189,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
508,-0.454767424,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
509,1.745341132,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
513,0.901331622,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
517,0.84186827,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
528,0.990561658,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
530,0.940400813,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
531,2.466466876,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
535,1.827468542,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
551,-0.453372407,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
555,0.532881639,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
559,0.938328795,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
563,1.648676213,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
566,0.379421403,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
584,-0.73270291,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
589,2.623331361,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
595,0.430808743,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
596,1.126530729,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
627,-0.076565649,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
630,0.628535706,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
634,1.636569691,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
639,0.82256247,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
642,1.252935723,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
646,0.439636694,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
703,1.392990993,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
705,2.367050141,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
707,0.625841789,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
712,1.226630525,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
714,0.993745188,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
716,0.881021243,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
721,1.585952134,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
727,1.494820692,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
730,-0.365622783,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
732,1.529192325,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
737,1.425681769,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
738,0.918310867,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
748,0.509953943,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
757,1.405725043,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
761,0.975507099,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
765,0.689959767,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
774,1.796913366,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
776,0.661910042,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
783,1.241509386,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
786,1.002819417,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
787,1.120737333,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
790,0.976581099,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
796,0.434339231,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
799,1.008117238,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
801,0.791871598,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
802,0.075471329,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
804,1.107571725,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
805,0.471456154,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
808,0.461927749,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
810,0.511292628,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
812,1.852813289,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
818,1.110928535,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
819,1.11022076,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
820,0.871851695,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
821,4.22010244,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
822,0.295911632,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
832,1.298977786,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
837,1.530897259,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
843,1.911490467,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
849,1.207858006,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
850,1.881403762,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
852,2.136093126,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
853,1.936667179,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
855,0.8405677,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
857,2.178393405,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
859,1.901623367,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
861,1.297816618,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
879,1.342803908,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
882,1.451115695,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
884,1.739117065,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
887,0.715324428,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
890,1.096801845,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
892,1.349872321,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
894,-0.157853767,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
897,1.211154405,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
900,1.605106707,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
907,1.472599103,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
908,2.870525673,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
911,1.879852742,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
913,1.479992325,"ethanol.sensitivity.tolerance.M","Morozova el al. (2015) BMC Genomics"
21,5.793029,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
26,7.812121,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
28,7.732821,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
31,5.041688,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
32,6.715,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
38,7.161453,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
40,6.03619,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
41,9.024215,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
42,8.83,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
45,4.38767,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
48,6.518343,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
49,8.477793,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
57,7.346751,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
59,8.462069,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
69,5.527836,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
73,2.190678,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
75,6.355868,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
83,7.197011,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
85,5.276449,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
88,6.401761,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
91,7.298217,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
93,4.506164,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
100,8.219461,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
101,13.05,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
105,7.437137,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
109,9.284348,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
129,6.520978,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
136,8.156667,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
138,8.946301,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
142,11.71762,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
149,9.666686,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
153,8.047942,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
158,5.936789,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
161,10.3752,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
176,7.902955,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
177,3.824058,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
181,8.070837,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
189,6.130397,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
195,10.4109,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
208,5.893832,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
217,8.147964,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
223,1.772047,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
227,6.784982,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
228,7.246473,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
229,5.05,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
233,9.392946,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
235,6.147442,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
237,5.324218,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
239,7.661401,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
256,5.332274,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
280,7.237842,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
287,4.357209,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
301,7.809407,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
303,9.726667,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
304,6.897801,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
306,7.141379,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
307,4.585946,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
309,6.461707,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
310,4.674539,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
313,4.929613,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
315,6.216532,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
317,6.754167,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
318,6.902434,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
319,9.220299,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
320,10.34058,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
321,7.024489,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
324,5.554348,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
325,11.42891,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
332,11.7374,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
335,7.313205,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
336,4.042535,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
338,7.588857,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
340,7.567842,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
348,9.045709,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
350,7.698592,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
352,7.162604,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
354,5.584758,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
355,5.074714,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
356,3.968291,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
357,6.383333,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
358,10.36267,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
359,5.388481,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
360,7.259716,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
361,6.151992,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
362,9.272837,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
365,5.117394,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
367,7.062521,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
370,5.707471,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
371,9.77586,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
373,5.790443,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
374,1.185,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
375,10.88321,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
377,8.763926,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
379,14.00991,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
380,6.278636,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
381,8.96129,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
382,4.237333,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
383,7.929266,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
385,9.247347,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
386,9.218101,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
390,6.64837,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
391,7.981345,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
392,3.808776,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
395,7.582987,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
397,4.885429,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
399,8.121477,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
405,4.417532,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
406,7.965935,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
409,10.34295,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
426,7.535023,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
427,6.223987,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
437,6.456382,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
439,5.272785,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
440,8.140426,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
441,8.583263,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
443,3.667444,"Alcohol.sensitivity.E1.F","Morozova el al. (2015) BMC Genomics"
